name,prompt,negative_prompt
藝術 | 非裔未來主義（Afrofuturism Art）,"Afrofuturism art style, blend of African culture and aesthetics with futuristic elements, reimagines history and imagines alternative futures, black identity, creativity, and resilience","Signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 古埃及壁畫（Ancient Egyptian Mural）,"Ancient Egyptian mural art style, rich cultural heritage, intricate hieroglyphics, vibrant colors, symbolic motifs, depicts scenes from mythology, religion, and daily life, monumental scale, timeless beauty","Signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 原子朋克（Atompunk）,"Atompunk art style, retro-futuristic, atomic age aesthetics, sleek and streamlined designs, nuclear energy motifs, optimism about technological progress","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 巴洛克（Baroque）,"Baroque art style, dynamic composition, dramatic lighting, rich colors, intricate details, professional-grade execution, captures the grandeur and theatricality of the Baroque period","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 生物機械風格（Biomechanical）,"Biomechanical art style, Biology, Machinery, Intricate, Surreal, Organic Forms, Mechanical Structures, Futuristic, Cyberpunk, Fusion, Nature, Technology","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 生物朋克（Biopunk）,"Biopunk art style, explores genetic engineering, biohacking, and biotechnology, organic and living elements, dystopian or utopian visions of a genetically modified future","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 拜占庭聖像畫（Byzantine Icon）,"Byzantine icon oil painting art style, intricate details, rich colors, religious symbolism, cultural significance, professional-grade execution, spiritual, religious","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 卡通風格（Cartoon）,"cartoon art style, whimsical character, exaggerated features, vibrant colors, dynamic composition, expressive pose, professional-grade finish, adds humor and charm","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 黏土動畫（Claymation）,"Claymation art style, tactile and three-dimensional character, dynamic animation, captures the charm and whimsy of stop-motion animation, suitable for various storytelling and advertising","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 漫畫風格（Comic Book Style）,"comic book art style, comics, dynamic lines, vibrant colors, expressive characters, action-packed composition, adds energy and excitement","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 構成主義（Constructivism）,"Constructivism Art Style, Industrial materials, geometric abstraction, social purposes, modernity, functional art, the machine age and collective labor, fosters innovation and collaboration","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 立體派（Cubism）,"cubism art style, fragmented forms, geometric shapes, dynamic compositions, vibrant colors, innovative technique, cultural significance","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 賽博哥德風（Cybergoth Art）,"Cybergoth art style, futuristic and edgy aesthetic, combines cyberpunk and gothic elements, neon colors, industrial motifs, alternative fashion and culture","Signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 賽博朋克（Cyberpunk）,"Cyberpunk art style, futuristic cityscapes, neon-lit streets, high-tech and low-life, cybernetic enhancements, dystopian and gritty atmosphere","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 達達主義（Dadaism）,"Dadaism Art Style, Anti-art, absurdity, irony, spontaneity, rejecting conventional aesthetics, collage art","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 黑暗學院風（Dark Academia）,"Dark Academia art style, evokes the atmosphere of scholarly pursuits and literary classics, rich and moody color palettes, intricate details","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 裝飾風格（Deco）,"Art Deco style, Symmetry, streamlined shapes, geometric patterns, luxury, modernity, glamour, sleek lines","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 柴油朋克（Dieselpunk）,"Dieselpunk art style, retro-futuristic, industrial aesthetics, mechanical marvels, alternative history, gritty and dystopian atmosphere","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 埃及風格（Egyptian）,"Egyptian art style, iconic symbolism, intricate hieroglyphics, dynamic composition, Egyptian cultural significance","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 未來主義（Futurism）,"Futurism art style, dynamic composition, bold geometric forms, vibrant colors, captures the spirit of technological advancement and modernity","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 鍍金風格（Gilded）,"Gilded art style, opulent, luxurious, metallic elements, divine symbolism, fine craftsmanship","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 故障藝術（Glitch）,"Glitch art style, embraces digital errors and glitches, distorted and fragmented imagery, experimental and abstract, challenges traditional notions of perfection and beauty","Signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 哥德風格（Gothic）,"Gothic art style, gothic details, dramatic compositions, rich symbolism","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 星際風格（Interstellar）,"Interstellar art style, Cosmic, Space, Celestial, Galactic, Nebulae, Stars, Planets, Exploration, Unknown, Infinity, Futuristic","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 日本傳統藝術（Japanese Traditional）,"Japanese traditional art style, delicate lines, subtle colors, intricate details, dynamic compositions, cultural heritage, adds elegance and sophistication","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 浮雕版畫（Linocut）,"Linocut art style, relief printing, bold and graphic imagery with striking contrasts","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 墨西哥摔角（Lucha Libre）,"Lucha libre art style, dynamic and colorful compositions, exaggerated characters, captures the excitement and energy of Mexican wrestling culture","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 瑪雅藝術（Mayan）,"Mayan art style, rich cultural heritage, intricate geometric patterns, mayan colors,  reflects the spiritual and artistic achievements of the Maya civilization","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 米諾斯文明風格（Minoan）,"Minoan art style, dynamic composition, Minoan cultural significance, adds depth and richness","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 純真藝術（Naive）,"Naive art style, simplistic and childlike aesthetic, spontaneous and untrained, captures innocence and purity, features bold colors, exaggerated perspectives, and whimsical themes","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 死靈朋克（Necropunk）,"Necropunk art style, dark and macabre, blending of death and technology, eerie and unsettling imagery, explores themes of mortality and decay, unique and thought-provoking concepts","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 新藝術風格（Nouveau）,"Art Nouveau art style, elegant and organic forms, intricate floral motifs, flowing lines, decorative and ornate, influenced architecture, design, and visual arts in the late 19th and early 20th centuries","Signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 像素藝術（Pixel Art）,"pixel art style, pixelated design, flat, uses pixelated graphics reminiscent of classic video games, charming simplicity, intricate detailing despite limited resolution","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, JPEG artifacts"
藝術 | 普普藝術（Pop Art）,"Pop art style, vibrant colors, bold outlines, use of popular culture imagery, iconic and recognizable, consumerism and mass media","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, JPEG artifacts"
藝術 | 宣傳藝術（Propaganda）,"propaganda art style, bold and persuasive imagery, dynamic compositions, serves as a powerful tool for communication and persuasion","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 迷幻藝術（Psychedelic）,"Psychedelic art style, vibrant and surreal imagery, kaleidoscopic patterns, intense colors, mind-expanding and hallucinatory, reflects the psychedelic experience and counterculture movement","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 洛可可（Rococo）,"Rococo art style, ornate, light-hearted, elegant, decorative, playful subjects, asymmetrical designs","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 太陽朋克（Solarpunk）,"Solarpunk art style, optimistic vision of the future, sustainable technology, renewable energy sources, lush and green landscapes, community and harmony with nature","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 模版藝術（Stencil）,"Street Art, Urban setting, graffiti, murals, social messages, public spaces, anonymity, vibrant visuals","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 街頭藝術（Street Art）,"Stencil art style, urban and contemporary, graphic and bold imagery","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 蒸汽朋克（Steampunk）,"Steampunk art style, Victorian-era aesthetics, steam-powered machinery, brass and gears, fantastical inventions, retro-futuristic adventure","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 超現實主義（Surrealism）,"Surrealism art style, dreamlike and irrational imagery, explores the unconscious mind, juxtaposition of unlikely elements, challenges reality and logic","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 合成波（Synthwave）,"Synthwave art style, retro-futuristic aesthetic, vibrant neon colors, nostalgic 80s imagery, futuristic landscapes, nostalgic and atmospheric","Signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 烏克蘭民間藝術（Ukrainian Folk Art）,"Ukrainian folk art style, vibrant colors, intricate patterns, dynamic compositions, traditional motifs, cultural heritage, adds richness and depth","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 蒸氣波（Vaporwave）,"Vaporwave art style, nostalgic and surreal aesthetic, 80s and 90s retro imagery, glitch art elements, pastel colors, dreamy and ethereal atmosphere","Signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
藝術 | 西部朋克（Westernpunk）,"Westernpunk art style, fusion of Wild West and futuristic elements, rugged landscapes, cowboy aesthetics, steam-powered technology, adventurous spirit","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
||| CRAFTS - 工藝,Craft art style,"signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 陶瓷（Ceramic）,"Ceramic craft style, versatile and durable, pottery and ceramic artwork, showcases creativity and craftsmanship","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 陶瓷 > 青花瓷（Cibulak）,"Cibulak porcelain art style, delicate and intricately detailed porcelain creations, traditional Kazakh craftsmanship, exquisite hand-painted designs, cultural heritage preservation","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 陶瓷 > 玻璃（Glass）,"Ceramic glass craft style, combines ceramic and glass materials to create unique and innovative artwork, offers versatility in texture and transparency, allows for experimentation with light and color","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 陶瓷 > 莫切文化陶器（Moche）,"Moche craft style, ancient Peruvian civilization known for its intricate ceramic vessels and figurines, rich cultural and artistic heritage, showcases advanced craftsmanship and artistic skill","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 陶瓷 > 瓷器（Porcelain）,"Ceramic porcelain craft style, utilizes porcelain clay to create delicate and translucent artworks, smooth texture and white color, allows for intricate detailing and precise forms","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 鉤針編織（Crochet）,"Crochet craft style, versatile and creative, yarn","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 鉤針編織 > 毛線玩偶（Amigurumi）,"Amigurumi crochet style, Japanese art, cute and whimsical designs, fosters creativity and handcrafting skills","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 十字繡（Cross-stitching）,"Cross-stitching art style, traditional and timeless craft, precise and meticulous stitching technique, intricate and decorative piece","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 浮雕工藝（Embossed）,"Embossed art style, raised and textured surfaces, adds depth and dimension to artwork, tactile and interactive","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 刺繡（Embroidery）,"Embroidery art style, decorative designs on fabric, intricate stitching techniques, adds texture and dimension to artwork","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 毛氈工藝（Felt）,"Felt art style, tactile and textural, intricate detailing and layering","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 哥白林掛毯（Gobelin Tapestry）,"Gobelin tapestry art style, intricate woven designs, rich colors and textures","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 切紙藝術（Kirigami）,"Kirigami art style, combines paper cutting with origami folding techniques, creates intricate and dynamic paper sculptures, encourages creativity and precision","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 針織藝術（Knitting Art）,"Knitting art style, fabric and patterns, intricate designs and textures","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 寶石切割工藝（Lapidary）,"Lapidary art style, intricate and precise craftsmanship in cutting and polishing gemstones, creates dazzling and unique pieces of jewelry and sculpture, showcases the natural beauty of mineral","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 雷射雕刻木工（Laser Engraving Wood）,"Laser engraving art style, precise and detailed engraving on plywood, allows for intricate designs and patterns, modern and versatile technique, flat, wood engraving art","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 皮革工藝（Leatherworking）,"Leatherworking art style, craftsmanship of creating designs and patterns on leather, carving, stamping, and dyeing techniques","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 編織藝術（Macrame）,"Macrame art style, uses knotting techniques to create textiles or decorative items, versatile and tactile craft, allows for intricate patterns and designs","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 鑲嵌工藝（Marquetry）,"Marquetry art style, intricate wood inlay technique, creates decorative patterns and images using veneers of different woods, showcases craftsmanship and attention to detail","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 金屬工藝（Metalwork）,"Metalwork art style, manipulation of metal to create sculptures, showcases craftsmanship and technical skill, intricate and durable designs","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 馬賽克（Mosaic）,"mosaic art style, versatile and decorative, uses small pieces of tile, adds color and texture, glossy, sharp","worst quality, blurry, normal quality, signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts, low details, bad photo, bad photography, bad art"
工藝 | 馬賽克 > 羅馬風格（Roman）,"Roman mosaic art style, intricate and colorful mosaic designs, depict scenes from mythology, daily life, and nature, showcases superb craftsmanship and attention to detail, cultural and historical significance","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 針織刺繡（Needlepoint）,"Needlepoint art style, needlepoint intricate and detailed design created through stitching, rich texture and depth, intricate patterns and color variations, fosters creativity and craftsmanship","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 摺紙（Origami）,"Origami art style, traditional Japanese paper folding technique, creates intricate sculptures and designs from  paper","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 剪紙（Paper Cut）,"minimalist Paper cut craft style, designs cut from paper, allows for detailed and delicate artwork","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 黏土工藝（Plasticine）,"Plasticine art style, malleable and colorful modeling material, ideal for sculpting and creating 3D artwork","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 火刻藝術（Pyrography）,"Pyrography art style, uses heat to burn designs onto wood, creates intricate and permanent markings, showcases craftsmanship and attention to detail","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 拼布工藝（Quilted）,"Quilted art style, combines fabric and stitching to create intricate designs and patterns, reflects cultural traditions and personal stories, tactile and cozy, showcases craftsmanship and creativity","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 手工剪貼簿（Scrapbooking）,"Scrapbooking art style, creative arrangement of photographs, memorabilia, and decorative elements in albums or displays, preserves memories and tells stories","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 雕塑（Sculpture）,"Sculpture craft style, three-dimensional art form, allows for the creation of expressive and tactile works using various materials , embodies creativity and artistic vision","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 雕塑 > 青銅（Bronze）,"Bronze sculpture craft style, utilizes bronze as the primary material for creating three-dimensional artworks, known for its durability and timeless beauty, allows for intricate detailing and expressive forms","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 雕塑 > 阿萊布里赫幻想獸（Alebrije）,"Alebrije sculpture style, vibrant and fantastical Mexican folk art, intricate and whimsical animal figures, handcrafted, celebrates creativity and imagination","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 雕塑 > 浮雕（Bas-relief）,"Bas-relief art style, sculptural technique where figures or designs are raised slightly from the background, creates depth and texture","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 雕塑 > 黏土（Clay）,"Clay sculpture craft style, utilizes clay as the primary material for creating three-dimensional artworks, allows for versatile shaping and modeling technique","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 雕塑 > 埴輪（Haniwa）,"Haniwa craft style, ancient Japanese burial sculptures, simplistic and stylized figure, cultural and historical significance, preserves traditional craftsmanship and artistry","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 雕塑 > 玉器（Jade）,"Jade sculpture craft style, utilizes jade as the primary material for creating three-dimensional artworks, esteemed for its beauty and cultural significance, allows for intricate carving and sculpting techniques","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 雕塑 > 大理石（Marble）,"Marble sculpture craft style, utilizes marble as the primary material for creating three-dimensional artworks, renowned for its elegance and beauty, allows for intricate detailing and smooth finishes, timeless and enduring","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 雕塑 > 根付（Netsuke）,"Netsuke craft style, traditional Japanese miniature sculpture, intricately carved and detailed, functional and decorative, reflects Japanese culture and craftsmanship","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 雕塑 > 奧爾梅克風格（Olmec）,"Olmec craft style, ancient Mesoamerican art tradition, iconic stone sculpture and figurine, rich cultural heritage, significant influence on subsequent civilizations","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 雕塑 > 黃金（Gold）,"Gold sculpture craft style, utilizes gold as the primary material for creating three-dimensional artworks, embodies luxury and opulence, allows for intricate detailing and fine craftsmanship","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 雕塑 > 沙雕（Sand）,"Sand sculpture art style, temporary and ephemeral art form created by shaping and carving sand, showcases creativity and skill","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 雕塑 > 石雕（Stone）,"Stone sculpture craft style, utilizes stone as the primary material for creating three-dimensional artworks, allows for intricate carving and sculpting techniques, durable and long-lasting, embodies strength and solidity","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 雕塑 > 木雕（Wood）,"Wooden sculpture craft style, utilizes wood as the primary material for creating three-dimensional artworks, showcases the natural beauty and texture of wood, allows for intricate detailing and expressive forms","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 雕塑 > 木刻雕塑（Wood Carving）,"Wood carving art style, sculptural technique that involves carving wood to create three-dimensional forms, showcases craftsmanship and precision","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 立體紙雕畫框（Shadowbox > Paper）,"3D papercut shadowbox art style, intricate paper cutting technique to create layered scenes or designs, plays with light and shadow, adds depth and dimensionality to artwork, depth, silhouette","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 立體木雕畫框（Shadowbox > Wood）,"cat, 3D wood shadowbox art style, layers of wood cut and assembled to create dimensional scenes or designs, natural textures and tones, adds warmth and depth to artwork, depth, silhouette","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 3D 分層膠合板壁畫（3D Layered Plywood Wall Art）,"3D plywood laser cut, symmetrical, 3D layered wood wall art style,  stacked layers made from plywood, laser cut, on white painted wall, stacked, 3d layered, minimalist,  layered, dimensional, depth, silhouette, shadow, handmade, high contrast","painting, drawing, photo, 2D, flat, high detail, blurry, noisy, disfigured, complex, intricate, signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
工藝 | 彩色玻璃（Stained Glass）,"Stained glass art style, vitrail, isolated on solid color background, vibrant colors, intricate patterns, luminous effects when hit by sunlight, traditional craftsmanship, flat","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts, 3d"
工藝 | 壁毯（Tapestry）,"Tapestry art style, woven textile technique, intricate designs and patterns","signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts, 3d"
||| Experimental,,"signature, watermark, ugly, off-center, deformed, cropped, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 外星生物 3D（Alien Creature 3D）,"Professional 3D design of a cute and quirky alien creature with big curious eyes, charming animation, endearing personality, exaggerated features, dynamic pose, captivating expression, expert character design, vibrant and otherworldly textures, engaging storytelling, versatile animation style, high-quality render, volumetric, 4k","low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 末日超現實主義（Apocalyptic Surrealism）,"Apocalyptic surrealism art style, digital painting, eerie and haunting, surreal landscapes, dystopian ruins, twisted reality, dreamlike and nightmarish scenes, vibrant and dark color palette, intricate details, professional-grade execution, evokes a sense of doom and otherworldliness","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 阿茲特克雕塑 3D（Aztec Sculpture 3D）,"Aztec sculpture 3D art style, intricate geometric patterns, stylized figures, rich cultural symbolism, professional-grade execution, volumetric, 4k","painting, low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 生物發光藝術（Bio-Luminous Art）,"Bio-luminous illustration style, combines biological forms with luminous effects, vibrant and glowing, dynamic composition, professional-grade execution, captures the essence of living organisms with an ethereal glow, evokes a sense of wonder and fascination","bad anatomy, cropped, cross-eyed, worst quality, low quality, noisy, blurry, soft, deformed, ugly, lowres, low details, JPEG artifacts, mutilated, distorted"
實驗 | 生物機械奇幻（Bio-Mechanical Fantasy）,"Bio-mechanical fantasy illustration style, blends organic and mechanical elements, vibrant and surreal, dynamic composition, professional-grade execution, captures the essence of fantasy and science fiction, detailed and imaginative environment","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 生物機械天使 3D（Biomechanical Angel 3D）,"Biomechanical Angel 3D character art style, fusion of organic and mechanical elements, ethereal and divine, metallic wings, mechanical details, dynamic pose, high-quality rendering techniques, professional-grade execution, volumetric, 4k","painting, low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 可愛動物 3D（Cute Animal 3D）,"Professional 3D design of a cute cartoon animal, charming animation, endearing personality, exaggerated features, captivating expression, expert character design, vibrant and magical textures, engaging storytelling, versatile animation style, high-quality render, volumetric, 4k","low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 可愛男孩 3D（Cute Boy 3D）,"Professional 3D design of a cute cartoon boy, charming animation, endearing personality, exaggerated features, captivating expression, expert character design, vibrant and magical textures, engaging storytelling, versatile animation style, high-quality render, volumetric, 4k","low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 可愛賽博忍者 3D（Cute Cyber Ninja 3D）,"Professional 3D design of a cute and stealthy cyber ninja with big alert eyes, charming animation, endearing personality, exaggerated features, dynamic pose, captivating expression, expert character design, vibrant and futuristic textures, engaging storytelling, versatile animation style, high-quality render, volumetric, 4k","low-quality rendering, photo, photorealistic, realism, ugly, worst quality, low quality, lowres, JPEG artifacts"
實驗 | 可愛賽博朋克（Cute Cyberpunk）,"Cute Cyberpunk illustration art style, combines cyberpunk elements with cute aesthetics, vibrant and neon colors, dynamic and charming compositions, captures the essence of cute futuristic worlds, professional-grade execution, evokes a sense of futuristic cuteness","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
